not atom58 > atom58.
atom51 > not atom51 :- not atom58.
atom29 > not atom29 :- not atom58.
not atom26 > atom26 :- not atom29, not atom58.
not atom26 > atom26 :- atom29, not atom58.
atom11 > not atom11 :- not atom26, not atom58.
atom11 > not atom11 :- atom26, not atom58.
atom8 > not atom8 :- not atom26, not atom58.
atom8 > not atom8 :- atom26, not atom58.
not atom19 > atom19 :- not atom11, not atom58.
not atom19 > atom19 :- atom11, not atom58.
not atom54 > atom54 :- not atom26, not atom58.
not atom54 > atom54 :- atom26, not atom58.
atom60 > not atom60 :- not atom11, not atom58.
not atom60 > atom60 :- atom11, not atom58.
not atom47 > atom47 :- not atom8, not atom58.
atom47 > not atom47 :- atom8, not atom58.
not atom18 > atom18 :- not atom8, not atom58.
not atom18 > atom18 :- atom8, not atom58.
not atom46 > atom46 :- not atom11, not atom58.
not atom46 > atom46 :- atom11, not atom58.
atom23 > not atom23 :- not atom8, not atom58.
not atom23 > atom23 :- atom8, not atom58.
atom6 > not atom6 :- not atom19, not atom58.
atom6 > not atom6 :- atom19, not atom58.
atom38 > not atom38 :- not atom8, not atom58.
not atom38 > atom38 :- atom8, not atom58.
atom35 > not atom35 :- not atom6, not atom58.
not atom35 > atom35 :- atom6, not atom58.
not atom45 > atom45 :- not atom6, not atom58.
not atom45 > atom45 :- atom6, not atom58.
not atom55 > atom55 :- not atom6, not atom58.
not atom55 > atom55 :- atom6, not atom58.
not atom5 > atom5 :- not atom8, not atom58.
atom5 > not atom5 :- atom8, not atom58.
not atom12 > atom12 :- not atom6, not atom58.
atom12 > not atom12 :- atom6, not atom58.
not atom15 > atom15 :- not atom8, not atom58.
not atom15 > atom15 :- atom8, not atom58.
not atom52 > atom52 :- not atom6, not atom58.
not atom52 > atom52 :- atom6, not atom58.
atom34 > not atom34 :- not atom5, not atom58.
not atom34 > atom34 :- atom5, not atom58.
not atom57 > atom57 :- not atom8, not atom58.
atom57 > not atom57 :- atom8, not atom58.
atom9 > not atom9 :- not atom5, not atom58.
not atom9 > atom9 :- atom5, not atom58.
atom7 > not atom7 :- not atom5, not atom58.
atom7 > not atom7 :- atom5, not atom58.
not atom14 > atom14 :- not atom5, not atom58.
not atom14 > atom14 :- atom5, not atom58.
not atom43 > atom43 :- not atom7, not atom58.
atom43 > not atom43 :- atom7, not atom58.
not atom31 > atom31 :- not atom5, not atom58.
not atom31 > atom31 :- atom5, not atom58.
atom56 > not atom56 :- not atom6, not atom58.
not atom56 > atom56 :- atom6, not atom58.
atom32 > not atom32 :- not atom7, not atom58.
atom32 > not atom32 :- atom7, not atom58.
not atom36 > atom36 :- not atom5, not atom58.
not atom36 > atom36 :- atom5, not atom58.
atom30 > not atom30 :- not atom7, not atom58.
atom30 > not atom30 :- atom7, not atom58.
not atom1 > atom1 :- not atom5, not atom58.
atom1 > not atom1 :- atom5, not atom58.
not atom27 > atom27 :- not atom7, not atom58.
atom27 > not atom27 :- atom7, not atom58.
not atom41 > atom41 :- not atom1, not atom58.
not atom41 > atom41 :- atom1, not atom58.
atom25 > not atom25 :- not atom6, not atom58.
not atom25 > atom25 :- atom6, not atom58.
atom39 > not atom39 :- not atom7, not atom58.
atom39 > not atom39 :- atom7, not atom58.
not atom10 > atom10 :- not atom5, not atom58.
not atom10 > atom10 :- atom5, not atom58.
atom59 > not atom59 :- not atom6, not atom58.
not atom59 > atom59 :- atom6, not atom58.
atom48 > not atom48 :- not atom6, not atom58.
not atom48 > atom48 :- atom6, not atom58.
atom42 > not atom42 :- not atom6, not atom58.
not atom42 > atom42 :- atom6, not atom58.
not atom37 > atom37 :- not atom1, not atom58.
atom37 > not atom37 :- atom1, not atom58.
not atom50 > atom50 :- not atom5, not atom58.
not atom50 > atom50 :- atom5, not atom58.
not atom49 > atom49 :- not atom10, not atom58.
atom49 > not atom49 :- atom10, not atom58.
not atom4 > atom4 :- not atom1, not atom58.
atom4 > not atom4 :- atom1, not atom58.
atom3 > not atom3 :- not atom6, not atom58.
not atom3 > atom3 :- atom6, not atom58.
atom28 > not atom28 :- not atom3, not atom58.
not atom28 > atom28 :- atom3, not atom58.
atom44 > not atom44 :- not atom1, not atom58.
not atom44 > atom44 :- atom1, not atom58.
not atom21 > atom21 :- not atom3, not atom58.
atom21 > not atom21 :- atom3, not atom58.
not atom20 > atom20 :- not atom3, not atom58.
atom20 > not atom20 :- atom3, not atom58.
atom17 > not atom17 :- not atom4, not atom58.
not atom17 > atom17 :- atom4, not atom58.
not atom13 > atom13 :- not atom3, not atom58.
not atom13 > atom13 :- atom3, not atom58.
not atom2 > atom2 :- not atom3, not atom58.
atom2 > not atom2 :- atom3, not atom58.
atom40 > not atom40 :- not atom1, not atom58.
not atom40 > atom40 :- atom1, not atom58.
not atom24 > atom24 :- not atom1, not atom58.
not atom24 > atom24 :- atom1, not atom58.
not atom33 > atom33 :- not atom2, not atom58.
