not atom90 > atom90.
not atom20 > atom20 :- not atom90.
not atom15 > atom15 :- not atom20, not atom90.
atom15 > not atom15 :- atom20, not atom90.
not atom34 > atom34 :- not atom15, not atom90.
atom34 > not atom34 :- atom15, not atom90.
not atom43 > atom43 :- not atom15, not atom90.
atom43 > not atom43 :- atom15, not atom90.
atom46 > not atom46 :- not atom20, not atom90.
not atom46 > atom46 :- atom20, not atom90.
atom42 > not atom42 :- not atom15, not atom90.
not atom42 > atom42 :- atom15, not atom90.
atom86 > not atom86 :- not atom20, not atom90.
atom86 > not atom86 :- atom20, not atom90.
atom19 > not atom19 :- not atom15, not atom90.
not atom19 > atom19 :- atom15, not atom90.
atom2 > not atom2 :- not atom19, not atom90.
not atom2 > atom2 :- atom19, not atom90.
not atom9 > atom9 :- not atom19, not atom90.
atom9 > not atom9 :- atom19, not atom90.
not atom41 > atom41 :- not atom2, not atom90.
not atom41 > atom41 :- atom2, not atom90.
not atom27 > atom27 :- not atom2, not atom90.
atom27 > not atom27 :- atom2, not atom90.
not atom35 > atom35 :- not atom9, not atom90.
not atom35 > atom35 :- atom9, not atom90.
atom54 > not atom54 :- not atom2, not atom90.
atom54 > not atom54 :- atom2, not atom90.
atom65 > not atom65 :- not atom20, not atom90.
atom65 > not atom65 :- atom20, not atom90.
not atom45 > atom45 :- not atom20, not atom90.
not atom45 > atom45 :- atom20, not atom90.
not atom76 > atom76 :- not atom15, not atom90.
atom76 > not atom76 :- atom15, not atom90.
not atom18 > atom18 :- not atom19, not atom90.
not atom18 > atom18 :- atom19, not atom90.
not atom84 > atom84 :- not atom2, not atom90.
atom84 > not atom84 :- atom2, not atom90.
not atom8 > atom8 :- not atom19, not atom90.
not atom8 > atom8 :- atom19, not atom90.
atom58 > not atom58 :- not atom9, not atom90.
atom58 > not atom58 :- atom9, not atom90.
not atom14 > atom14 :- not atom8, not atom90.
atom14 > not atom14 :- atom8, not atom90.
not atom23 > atom23 :- not atom14, not atom90.
atom23 > not atom23 :- atom14, not atom90.
atom66 > not atom66 :- not atom2, not atom90.
not atom66 > atom66 :- atom2, not atom90.
not atom26 > atom26 :- not atom2, not atom90.
atom26 > not atom26 :- atom2, not atom90.
not atom7 > atom7 :- not atom8, not atom90.
atom7 > not atom7 :- atom8, not atom90.
atom22 > not atom22 :- not atom7, not atom90.
atom22 > not atom22 :- atom7, not atom90.
atom67 > not atom67 :- not atom2, not atom90.
not atom67 > atom67 :- atom2, not atom90.
atom47 > not atom47 :- not atom7, not atom90.
atom47 > not atom47 :- atom7, not atom90.
atom61 > not atom61 :- not atom7, not atom90.
atom61 > not atom61 :- atom7, not atom90.
atom36 > not atom36 :- not atom7, not atom90.
atom36 > not atom36 :- atom7, not atom90.
atom74 > not atom74 :- not atom7, not atom90.
atom74 > not atom74 :- atom7, not atom90.
atom81 > not atom81 :- not atom8, not atom90.
not atom81 > atom81 :- atom8, not atom90.
atom72 > not atom72 :- not atom2, not atom90.
atom72 > not atom72 :- atom2, not atom90.
atom56 > not atom56 :- not atom9, not atom90.
atom56 > not atom56 :- atom9, not atom90.
atom73 > not atom73 :- not atom7, not atom90.
not atom73 > atom73 :- atom7, not atom90.
not atom77 > atom77 :- not atom2, not atom90.
atom77 > not atom77 :- atom2, not atom90.
atom1 > not atom1 :- not atom2, not atom90.
atom1 > not atom1 :- atom2, not atom90.
atom13 > not atom13 :- not atom8, not atom90.
atom13 > not atom13 :- atom8, not atom90.
not atom57 > atom57 :- not atom2, not atom90.
not atom57 > atom57 :- atom2, not atom90.
not atom83 > atom83 :- not atom7, not atom90.
not atom83 > atom83 :- atom7, not atom90.
not atom55 > atom55 :- not atom1, not atom90.
atom55 > not atom55 :- atom1, not atom90.
atom16 > not atom16 :- not atom1, not atom90.
not atom16 > atom16 :- atom1, not atom90.
atom89 > not atom89 :- not atom1, not atom90.
not atom89 > atom89 :- atom1, not atom90.
not atom28 > atom28 :- not atom2, not atom90.
not atom28 > atom28 :- atom2, not atom90.
atom75 > not atom75 :- not atom2, not atom90.
