atom63 > not atom63.
not atom40 > atom40 :- not atom63.
not atom27 > atom27 :- not atom63.
atom41 > not atom41 :- not atom27, not atom63.
atom41 > not atom41 :- atom27, not atom63.
atom71 > not atom71 :- not atom40, not atom63.
atom71 > not atom71 :- atom40, not atom63.
atom32 > not atom32 :- not atom27, not atom63.
atom32 > not atom32 :- atom27, not atom63.
not atom60 > atom60 :- not atom32, not atom63.
atom60 > not atom60 :- atom32, not atom63.
atom58 > not atom58 :- not atom27, not atom63.
atom58 > not atom58 :- atom27, not atom63.
not atom52 > atom52 :- not atom27, not atom63.
not atom52 > atom52 :- atom27, not atom63.
not atom66 > atom66 :- not atom27, not atom63.
not atom66 > atom66 :- atom27, not atom63.
atom59 > not atom59 :- not atom32, not atom63.
not atom59 > atom59 :- atom32, not atom63.
atom74 > not atom74 :- not atom27, not atom63.
not atom74 > atom74 :- atom27, not atom63.
not atom56 > atom56 :- not atom27, not atom63.
atom56 > not atom56 :- atom27, not atom63.
atom85 > not atom85 :- not atom32, not atom63.
not atom85 > atom85 :- atom32, not atom63.
atom84 > not atom84 :- not atom32, not atom63.
atom84 > not atom84 :- atom32, not atom63.
atom57 > not atom57 :- not atom27, not atom63.
atom57 > not atom57 :- atom27, not atom63.
atom37 > not atom37 :- not atom32, not atom63.
not atom37 > atom37 :- atom32, not atom63.
atom31 > not atom31 :- not atom27, not atom63.
not atom31 > atom31 :- atom27, not atom63.
not atom36 > atom36 :- not atom27, not atom63.
atom36 > not atom36 :- atom27, not atom63.
atom54 > not atom54 :- not atom32, not atom63.
not atom54 > atom54 :- atom32, not atom63.
not atom30 > atom30 :- not atom27, not atom63.
not atom30 > atom30 :- atom27, not atom63.
not atom68 > atom68 :- not atom27, not atom63.
not atom68 > atom68 :- atom27, not atom63.
not atom2 > atom2 :- not atom27, not atom63.
not atom2 > atom2 :- atom27, not atom63.
not atom55 > atom55 :- not atom32, not atom63.
atom55 > not atom55 :- atom32, not atom63.
atom22 > not atom22 :- not atom27, not atom63.
atom22 > not atom22 :- atom27, not atom63.
not atom48 > atom48 :- not atom2, not atom63.
atom48 > not atom48 :- atom2, not atom63.
atom5 > not atom5 :- not atom2, not atom63.
atom5 > not atom5 :- atom2, not atom63.
atom44 > not atom44 :- not atom22, not atom63.
atom44 > not atom44 :- atom22, not atom63.
atom43 > not atom43 :- not atom2, not atom63.
atom43 > not atom43 :- atom2, not atom63.
atom88 > not atom88 :- not atom31, not atom63.
atom88 > not atom88 :- atom31, not atom63.
atom50 > not atom50 :- not atom27, not atom63.
atom50 > not atom50 :- atom27, not atom63.
not atom9 > atom9 :- not atom30, not atom63.
atom9 > not atom9 :- atom30, not atom63.
not atom17 > atom17 :- not atom5, not atom63.
atom17 > not atom17 :- atom5, not atom63.
not atom96 > atom96 :- not atom2, not atom63.
atom96 > not atom96 :- atom2, not atom63.
not atom46 > atom46 :- not atom9, not atom63.
not atom46 > atom46 :- atom9, not atom63.
atom12 > not atom12 :- not atom5, not atom63.
not atom12 > atom12 :- atom5, not atom63.
atom92 > not atom92 :- not atom2, not atom63.
atom92 > not atom92 :- atom2, not atom63.
atom79 > not atom79 :- not atom12, not atom63.
not atom79 > atom79 :- atom12, not atom63.
not atom75 > atom75 :- not atom2, not atom63.
atom75 > not atom75 :- atom2, not atom63.
not atom15 > atom15 :- not atom2, not atom63.
atom15 > not atom15 :- atom2, not atom63.
atom25 > not atom25 :- not atom5, not atom63.
atom25 > not atom25 :- atom5, not atom63.
atom20 > not atom20 :- not atom2, not atom63.
not atom20 > atom20 :- atom2, not atom63.
atom1 > not atom1 :- not atom2, not atom63.
not atom1 > atom1 :- atom2, not atom63.
atom99 > not atom99 :- not atom2, not atom63.
atom99 > not atom99 :- atom2, not atom63.
not atom4 > atom4 :- not atom1, not atom63.
atom4 > not atom4 :- atom1, not atom63.
atom80 > not atom80 :- not atom4, not atom63.
atom80 > not atom80 :- atom4, not atom63.
atom77 > not atom77 :- not atom4, not atom63.
