atom6 > not atom6.
not atom53 > atom53.
atom52 > not atom52 :- not atom6, atom53.
atom52 > not atom52 :- atom6, atom53.
not atom51 > atom51 :- atom53.
atom11 > not atom11 :- not atom6, atom53.
atom11 > not atom11 :- atom6, atom53.
not atom79 > atom79 :- not atom11, atom53.
not atom79 > atom79 :- atom11, atom53.
not atom35 > atom35 :- not atom11, atom53.
not atom35 > atom35 :- atom11, atom53.
not atom14 > atom14 :- not atom52, atom53.
not atom14 > atom14 :- atom52, atom53.
not atom75 > atom75 :- not atom6, atom53.
atom75 > not atom75 :- atom6, atom53.
not atom3 > atom3 :- not atom6, atom53.
not atom3 > atom3 :- atom6, atom53.
not atom68 > atom68 :- not atom14, atom53.
atom68 > not atom68 :- atom14, atom53.
atom55 > not atom55 :- not atom3, atom53.
not atom55 > atom55 :- atom3, atom53.
atom72 > not atom72 :- not atom11, atom53.
atom72 > not atom72 :- atom11, atom53.
atom19 > not atom19 :- not atom6, atom53.
not atom19 > atom19 :- atom6, atom53.
atom60 > not atom60 :- not atom3, atom53.
not atom60 > atom60 :- atom3, atom53.
atom67 > not atom67 :- not atom11, atom53.
atom67 > not atom67 :- atom11, atom53.
atom10 > not atom10 :- not atom11, atom53.
atom10 > not atom10 :- atom11, atom53.
not atom2 > atom2 :- not atom6, atom53.
not atom2 > atom2 :- atom6, atom53.
not atom30 > atom30 :- not atom2, atom53.
not atom30 > atom30 :- atom2, atom53.
not atom46 > atom46 :- not atom6, atom53.
atom46 > not atom46 :- atom6, atom53.
not atom33 > atom33 :- not atom2, atom53.
not atom33 > atom33 :- atom2, atom53.
atom4 > not atom4 :- not atom3, atom53.
not atom4 > atom4 :- atom3, atom53.
atom7 > not atom7 :- not atom2, atom53.
atom7 > not atom7 :- atom2, atom53.
not atom18 > atom18 :- not atom2, atom53.
atom18 > not atom18 :- atom2, atom53.
atom44 > not atom44 :- not atom2, atom53.
not atom44 > atom44 :- atom2, atom53.
atom80 > not atom80 :- not atom2, atom53.
not atom80 > atom80 :- atom2, atom53.
atom48 > not atom48 :- not atom2, atom53.
atom48 > not atom48 :- atom2, atom53.
atom28 > not atom28 :- not atom4, atom53.
not atom28 > atom28 :- atom4, atom53.
not atom70 > atom70 :- not atom2, atom53.
not atom70 > atom70 :- atom2, atom53.
not atom12 > atom12 :- not atom3, atom53.
atom12 > not atom12 :- atom3, atom53.
not atom1 > atom1 :- not atom2, atom53.
not atom1 > atom1 :- atom2, atom53.
not atom78 > atom78 :- not atom1, atom53.
atom78 > not atom78 :- atom1, atom53.
not atom65 > atom65 :- not atom1, atom53.
not atom65 > atom65 :- atom1, atom53.
not atom62 > atom62 :- not atom6, atom53.
