atom17 > not atom17.
not atom27 > atom27 :- atom17.
atom26 > not atom26 :- not atom27, atom17.
not atom26 > atom26 :- atom27, atom17.
not atom45 > atom45 :- atom17.
not atom49 > atom49 :- not atom27, atom17.
atom49 > not atom49 :- atom27, atom17.
not atom3 > atom3 :- not atom26, atom17.
atom3 > not atom3 :- atom26, atom17.
not atom11 > atom11 :- not atom3, atom17.
not atom11 > atom11 :- atom3, atom17.
not atom35 > atom35 :- not atom26, atom17.
atom35 > not atom35 :- atom26, atom17.
not atom57 > atom57 :- not atom3, atom17.
not atom57 > atom57 :- atom3, atom17.
not atom6 > atom6 :- not atom3, atom17.
atom6 > not atom6 :- atom3, atom17.
atom39 > not atom39 :- not atom6, atom17.
atom39 > not atom39 :- atom6, atom17.
atom29 > not atom29 :- not atom6, atom17.
atom29 > not atom29 :- atom6, atom17.
atom10 > not atom10 :- not atom6, atom17.
not atom10 > atom10 :- atom6, atom17.
atom59 > not atom59 :- not atom6, atom17.
not atom59 > atom59 :- atom6, atom17.
not atom38 > atom38 :- not atom26, atom17.
not atom38 > atom38 :- atom26, atom17.
not atom56 > atom56 :- not atom11, atom17.
atom56 > not atom56 :- atom11, atom17.
atom60 > not atom60 :- not atom3, atom17.
atom60 > not atom60 :- atom3, atom17.
atom24 > not atom24 :- not atom6, atom17.
atom24 > not atom24 :- atom6, atom17.
not atom19 > atom19 :- not atom10, atom17.
not atom19 > atom19 :- atom10, atom17.
atom14 > not atom14 :- not atom6, atom17.
not atom14 > atom14 :- atom6, atom17.
not atom47 > atom47 :- not atom3, atom17.
atom47 > not atom47 :- atom3, atom17.
atom31 > not atom31 :- not atom3, atom17.
not atom31 > atom31 :- atom3, atom17.
not atom4 > atom4 :- not atom10, atom17.
not atom4 > atom4 :- atom10, atom17.
not atom54 > atom54 :- not atom3, atom17.
not atom54 > atom54 :- atom3, atom17.
not atom50 > atom50 :- not atom19, atom17.
not atom50 > atom50 :- atom19, atom17.
atom51 > not atom51 :- not atom4, atom17.
not atom51 > atom51 :- atom4, atom17.
atom41 > not atom41 :- not atom3, atom17.
atom41 > not atom41 :- atom3, atom17.
not atom16 > atom16 :- not atom3, atom17.
atom16 > not atom16 :- atom3, atom17.
not atom21 > atom21 :- not atom4, atom17.
not atom21 > atom21 :- atom4, atom17.
not atom43 > atom43 :- not atom3, atom17.
atom43 > not atom43 :- atom3, atom17.
not atom33 > atom33 :- not atom3, atom17.
atom33 > not atom33 :- atom3, atom17.
not atom18 > atom18 :- not atom3, atom17.
not atom18 > atom18 :- atom3, atom17.
not atom55 > atom55 :- not atom4, atom17.
atom55 > not atom55 :- atom4, atom17.
atom20 > not atom20 :- not atom3, atom17.
atom20 > not atom20 :- atom3, atom17.
not atom34 > atom34 :- not atom11, atom17.
atom34 > not atom34 :- atom11, atom17.
not atom52 > atom52 :- not atom4, atom17.
not atom52 > atom52 :- atom4, atom17.
not atom40 > atom40 :- not atom11, atom17.
not atom40 > atom40 :- atom11, atom17.
atom7 > not atom7 :- not atom3, atom17.
not atom7 > atom7 :- atom3, atom17.
atom5 > not atom5 :- not atom3, atom17.
not atom5 > atom5 :- atom3, atom17.
atom28 > not atom28 :- not atom3, atom17.
not atom28 > atom28 :- atom3, atom17.
not atom30 > atom30 :- not atom3, atom17.
atom30 > not atom30 :- atom3, atom17.
atom36 > not atom36 :- not atom3, atom17.
atom36 > not atom36 :- atom3, atom17.
not atom15 > atom15 :- not atom3, atom17.
not atom15 > atom15 :- atom3, atom17.
not atom2 > atom2 :- not atom4, atom17.
atom2 > not atom2 :- atom4, atom17.
atom46 > not atom46 :- not atom2, atom17.
not atom46 > atom46 :- atom2, atom17.
atom53 > not atom53 :- not atom4, atom17.
not atom53 > atom53 :- atom4, atom17.
not atom12 > atom12 :- not atom5, atom17.
not atom12 > atom12 :- atom5, atom17.
not atom44 > atom44 :- not atom2, atom17.
not atom44 > atom44 :- atom2, atom17.
atom25 > not atom25 :- not atom3, atom17.
not atom25 > atom25 :- atom3, atom17.
atom42 > not atom42 :- not atom3, atom17.
not atom42 > atom42 :- atom3, atom17.
atom9 > not atom9 :- not atom5, atom17.
not atom9 > atom9 :- atom5, atom17.
not atom1 > atom1 :- not atom3, atom17.
not atom1 > atom1 :- atom3, atom17.
atom13 > not atom13 :- not atom1, atom17.
not atom13 > atom13 :- atom1, atom17.
not atom48 > atom48 :- not atom9, atom17.
atom48 > not atom48 :- atom9, atom17.
not atom22 > atom22 :- not atom1, atom17.
atom22 > not atom22 :- atom1, atom17.
not atom23 > atom23 :- not atom1, atom17.
atom23 > not atom23 :- atom1, atom17.
atom32 > not atom32 :- not atom3, atom17.
atom32 > not atom32 :- atom3, atom17.
atom8 > not atom8 :- not atom2, atom17.
not atom8 > atom8 :- atom2, atom17.
atom37 > not atom37 :- not atom1, atom17.
atom37 > not atom37 :- atom1, atom17.
atom58 > not atom58 :- not atom2, atom17.
not atom58 > atom58 :- atom2, atom17.
not atom60 > atom60 :- not atom17.
not atom27 > atom27 :- not atom60, not atom17.
atom27 > not atom27 :- atom60, not atom17.
atom1 > not atom1 :- not atom60, not atom17.
not atom1 > atom1 :- atom60, not atom17.
not atom22 > atom22 :- not atom27, not atom17.
not atom22 > atom22 :- atom27, not atom17.
atom19 > not atom19 :- not atom27, not atom17.
not atom19 > atom19 :- atom27, not atom17.
atom51 > not atom51 :- not atom1, not atom17.
not atom51 > atom51 :- atom1, not atom17.
not atom16 > atom16 :- not atom19, not atom17.
not atom16 > atom16 :- atom19, not atom17.
not atom8 > atom8 :- not atom1, not atom17.
not atom8 > atom8 :- atom1, not atom17.
atom36 > not atom36 :- not atom1, not atom17.
atom36 > not atom36 :- atom1, not atom17.
not atom57 > atom57 :- not atom8, not atom17.
atom57 > not atom57 :- atom8, not atom17.
atom20 > not atom20 :- not atom1, not atom17.
atom20 > not atom20 :- atom1, not atom17.
not atom35 > atom35 :- not atom1, not atom17.
atom35 > not atom35 :- atom1, not atom17.
atom6 > not atom6 :- not atom1, not atom17.
atom6 > not atom6 :- atom1, not atom17.
atom46 > not atom46 :- not atom6, not atom17.
atom46 > not atom46 :- atom6, not atom17.
not atom38 > atom38 :- not atom1, not atom17.
not atom38 > atom38 :- atom1, not atom17.
not atom49 > atom49 :- not atom1, not atom17.
atom49 > not atom49 :- atom1, not atom17.
not atom28 > atom28 :- not atom1, not atom17.
atom28 > not atom28 :- atom1, not atom17.
atom5 > not atom5 :- not atom1, not atom17.
atom5 > not atom5 :- atom1, not atom17.
atom3 > not atom3 :- not atom6, not atom17.
not atom3 > atom3 :- atom6, not atom17.
atom55 > not atom55 :- not atom1, not atom17.
atom55 > not atom55 :- atom1, not atom17.
not atom7 > atom7 :- not atom1, not atom17.
not atom7 > atom7 :- atom1, not atom17.
atom23 > not atom23 :- not atom1, not atom17.
