atom15 > not atom15.
atom69 > not atom69 :- not atom15.
not atom66 > atom66 :- not atom15.
atom16 > not atom16 :- not atom69, not atom15.
atom16 > not atom16 :- atom69, not atom15.
not atom19 > atom19 :- not atom16, not atom15.
not atom19 > atom19 :- atom16, not atom15.
atom32 > not atom32 :- not atom16, not atom15.
atom32 > not atom32 :- atom16, not atom15.
atom9 > not atom9 :- not atom16, not atom15.
not atom9 > atom9 :- atom16, not atom15.
not atom43 > atom43 :- not atom9, not atom15.
atom43 > not atom43 :- atom9, not atom15.
atom37 > not atom37 :- not atom15.
not atom22 > atom22 :- not atom9, not atom15.
atom22 > not atom22 :- atom9, not atom15.
not atom11 > atom11 :- not atom19, not atom15.
not atom11 > atom11 :- atom19, not atom15.
atom18 > not atom18 :- not atom9, not atom15.
not atom18 > atom18 :- atom9, not atom15.
not atom42 > atom42 :- not atom11, not atom15.
not atom42 > atom42 :- atom11, not atom15.
not atom51 > atom51 :- not atom16, not atom15.
not atom51 > atom51 :- atom16, not atom15.
not atom70 > atom70 :- not atom9, not atom15.
not atom70 > atom70 :- atom9, not atom15.
atom64 > not atom64 :- not atom9, not atom15.
not atom64 > atom64 :- atom9, not atom15.
not atom29 > atom29 :- not atom11, not atom15.
atom29 > not atom29 :- atom11, not atom15.
not atom3 > atom3 :- not atom9, not atom15.
atom3 > not atom3 :- atom9, not atom15.
not atom35 > atom35 :- not atom3, not atom15.
atom35 > not atom35 :- atom3, not atom15.
not atom23 > atom23 :- not atom9, not atom15.
not atom23 > atom23 :- atom9, not atom15.
atom63 > not atom63 :- not atom9, not atom15.
not atom63 > atom63 :- atom9, not atom15.
not atom41 > atom41 :- not atom9, not atom15.
not atom41 > atom41 :- atom9, not atom15.
atom12 > not atom12 :- not atom3, not atom15.
atom12 > not atom12 :- atom3, not atom15.
not atom50 > atom50 :- not atom3, not atom15.
not atom50 > atom50 :- atom3, not atom15.
not atom44 > atom44 :- not atom3, not atom15.
atom44 > not atom44 :- atom3, not atom15.
atom27 > not atom27 :- not atom3, not atom15.
not atom27 > atom27 :- atom3, not atom15.
not atom17 > atom17 :- not atom3, not atom15.
not atom17 > atom17 :- atom3, not atom15.
atom28 > not atom28 :- not atom9, not atom15.
not atom28 > atom28 :- atom9, not atom15.
not atom49 > atom49 :- not atom3, not atom15.
atom49 > not atom49 :- atom3, not atom15.
atom4 > not atom4 :- not atom16, not atom15.
not atom4 > atom4 :- atom16, not atom15.
atom36 > not atom36 :- not atom4, not atom15.
not atom36 > atom36 :- atom4, not atom15.
atom6 > not atom6 :- not atom4, not atom15.
not atom6 > atom6 :- atom4, not atom15.
atom53 > not atom53 :- not atom3, not atom15.
atom53 > not atom53 :- atom3, not atom15.
atom5 > not atom5 :- not atom3, not atom15.
not atom5 > atom5 :- atom3, not atom15.
not atom34 > atom34 :- not atom5, not atom15.
atom34 > not atom34 :- atom5, not atom15.
not atom65 > atom65 :- not atom3, not atom15.
atom65 > not atom65 :- atom3, not atom15.
atom60 > not atom60 :- not atom3, not atom15.
atom60 > not atom60 :- atom3, not atom15.
atom55 > not atom55 :- not atom4, not atom15.
not atom55 > atom55 :- atom4, not atom15.
atom48 > not atom48 :- not atom3, not atom15.
not atom48 > atom48 :- atom3, not atom15.
not atom13 > atom13 :- not atom5, not atom15.
not atom13 > atom13 :- atom5, not atom15.
not atom31 > atom31 :- not atom3, not atom15.
atom31 > not atom31 :- atom3, not atom15.
not atom54 > atom54 :- not atom5, not atom15.
not atom54 > atom54 :- atom5, not atom15.
atom62 > not atom62 :- not atom3, not atom15.
atom62 > not atom62 :- atom3, not atom15.
