atom11 > not atom11.
atom26 > not atom26.
atom23 > not atom23 :- not atom11, not atom26.
atom23 > not atom23 :- atom11, not atom26.
not atom1 > atom1 :- not atom23, not atom26.
atom1 > not atom1 :- atom23, not atom26.
atom22 > not atom22 :- not atom23, not atom26.
atom22 > not atom22 :- atom23, not atom26.
not atom33 > atom33 :- not atom11, not atom26.
atom33 > not atom33 :- atom11, not atom26.
not atom37 > atom37 :- not atom1, not atom26.
atom37 > not atom37 :- atom1, not atom26.
not atom25 > atom25 :- not atom1, not atom26.
not atom25 > atom25 :- atom1, not atom26.
not atom14 > atom14 :- not atom1, not atom26.
not atom14 > atom14 :- atom1, not atom26.
not atom18 > atom18 :- not atom1, not atom26.
not atom18 > atom18 :- atom1, not atom26.
atom7 > not atom7 :- not atom11, not atom26.
atom7 > not atom7 :- atom11, not atom26.
atom29 > not atom29 :- not atom7, not atom26.
atom29 > not atom29 :- atom7, not atom26.
atom6 > not atom6 :- not atom7, not atom26.
not atom6 > atom6 :- atom7, not atom26.
atom9 > not atom9 :- not atom1, not atom26.
not atom9 > atom9 :- atom1, not atom26.
atom40 > not atom40 :- not atom1, not atom26.
atom40 > not atom40 :- atom1, not atom26.
not atom24 > atom24 :- not atom1, not atom26.
not atom24 > atom24 :- atom1, not atom26.
atom21 > not atom21 :- not atom1, not atom26.
not atom21 > atom21 :- atom1, not atom26.
not atom30 > atom30 :- not atom1, not atom26.
atom30 > not atom30 :- atom1, not atom26.
atom16 > not atom16 :- not atom1, not atom26.
not atom16 > atom16 :- atom1, not atom26.
atom36 > not atom36 :- not atom1, not atom26.
not atom36 > atom36 :- atom1, not atom26.
atom8 > not atom8 :- not atom1, not atom26.
not atom8 > atom8 :- atom1, not atom26.
not atom20 > atom20 :- not atom7, not atom26.
not atom20 > atom20 :- atom7, not atom26.
not atom34 > atom34 :- not atom1, not atom26.
not atom34 > atom34 :- atom1, not atom26.
atom15 > not atom15 :- not atom7, not atom26.
atom15 > not atom15 :- atom7, not atom26.
not atom19 > atom19 :- not atom1, not atom26.
not atom19 > atom19 :- atom1, not atom26.
not atom32 > atom32 :- not atom6, not atom26.
atom32 > not atom32 :- atom6, not atom26.
atom17 > not atom17 :- not atom9, not atom26.
atom17 > not atom17 :- atom9, not atom26.
not atom5 > atom5 :- not atom6, not atom26.
not atom5 > atom5 :- atom6, not atom26.
not atom12 > atom12 :- not atom5, not atom26.
not atom12 > atom12 :- atom5, not atom26.
atom3 > not atom3 :- not atom6, not atom26.
atom3 > not atom3 :- atom6, not atom26.
not atom28 > atom28 :- not atom1, not atom26.
atom28 > not atom28 :- atom1, not atom26.
not atom10 > atom10 :- not atom1, not atom26.
not atom10 > atom10 :- atom1, not atom26.
not atom2 > atom2 :- not atom3, not atom26.
atom2 > not atom2 :- atom3, not atom26.
not atom38 > atom38 :- not atom1, not atom26.
atom38 > not atom38 :- atom1, not atom26.
not atom35 > atom35 :- not atom5, not atom26.
atom35 > not atom35 :- atom5, not atom26.
not atom4 > atom4 :- not atom1, not atom26.
atom4 > not atom4 :- atom1, not atom26.
not atom13 > atom13 :- not atom3, not atom26.
not atom13 > atom13 :- atom3, not atom26.
not atom39 > atom39 :- not atom1, not atom26.
not atom39 > atom39 :- atom1, not atom26.
not atom31 > atom31 :- not atom4, not atom26.
atom31 > not atom31 :- atom4, not atom26.
not atom27 > atom27 :- not atom1, not atom26.
not atom27 > atom27 :- atom1, not atom26.
atom1 > not atom1 :- not atom11, atom26.
atom1 > not atom1 :- atom11, atom26.
atom27 > not atom27 :- not atom1, atom26.
not atom27 > atom27 :- atom1, atom26.
not atom12 > atom12 :- not atom1, atom26.
atom12 > not atom12 :- atom1, atom26.
atom29 > not atom29 :- not atom1, atom26.
atom29 > not atom29 :- atom1, atom26.
not atom6 > atom6 :- atom26.
atom22 > not atom22 :- not atom6, atom26.
atom22 > not atom22 :- atom6, atom26.
not atom3 > atom3 :- not atom1, atom26.
not atom3 > atom3 :- atom1, atom26.
atom35 > not atom35 :- not atom27, atom26.
atom35 > not atom35 :- atom27, atom26.
atom21 > not atom21 :- not atom1, atom26.
not atom21 > atom21 :- atom1, atom26.
not atom14 > atom14 :- not atom1, atom26.
not atom14 > atom14 :- atom1, atom26.
not atom34 > atom34 :- not atom1, atom26.
not atom34 > atom34 :- atom1, atom26.
not atom10 > atom10 :- not atom1, atom26.
atom10 > not atom10 :- atom1, atom26.
not atom31 > atom31 :- not atom1, atom26.
atom31 > not atom31 :- atom1, atom26.
not atom37 > atom37 :- not atom1, atom26.
atom37 > not atom37 :- atom1, atom26.
atom16 > not atom16 :- not atom3, atom26.
not atom16 > atom16 :- atom3, atom26.
atom39 > not atom39 :- not atom1, atom26.
atom39 > not atom39 :- atom1, atom26.
atom8 > not atom8 :- not atom6, atom26.
atom8 > not atom8 :- atom6, atom26.
not atom24 > atom24 :- not atom1, atom26.
not atom24 > atom24 :- atom1, atom26.
not atom28 > atom28 :- not atom1, atom26.
atom28 > not atom28 :- atom1, atom26.
not atom23 > atom23 :- not atom1, atom26.
atom23 > not atom23 :- atom1, atom26.
atom33 > not atom33 :- not atom1, atom26.
not atom33 > atom33 :- atom1, atom26.
atom17 > not atom17 :- not atom1, atom26.
not atom17 > atom17 :- atom1, atom26.
not atom25 > atom25 :- not atom1, atom26.
not atom25 > atom25 :- atom1, atom26.
not atom32 > atom32 :- not atom1, atom26.
atom32 > not atom32 :- atom1, atom26.
atom7 > not atom7 :- not atom1, atom26.
not atom7 > atom7 :- atom1, atom26.
